precio,farmacia,producto,quantity,medida,ship,precio_loc,principio,pais,product_name,tipo_cambio,farmacia_corto,presentacion,num_prod,hora_consulta
,canadianpharmacystore.com,sprycel,60 tablets,20 mg,0.0,1020.99,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,60.0,03/10/2023 08:59:00
,discountcanadadrugs.com/,sprycel,60 tablets,20 mg,9.95,1020.60,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,60.0,03/10/2023 08:59:00
,discountcanadadrugs.com/,sprycel,60 tablets,20 mg,9.95,1020.60,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,60.0,03/10/2023 08:59:00
,liferxpharmacy.com/,sprycel,60 tablets,20 mg,9.0,2866.86,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,60.0,03/10/2023 08:59:00
,liferxpharmacy.com/,sprycel,180 tablets,20 mg,9.0,7725.23,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,180.0,03/10/2023 08:59:00
,medsengage.com,sprycel,120 tablets,20 mg,9.95,1482.03,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,120.0,03/10/2023 08:59:00
,medsengage.com,sprycel,180 tablets,20 mg,9.95,2101.85,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,180.0,03/10/2023 08:59:00
,offshorecheapmeds.com,sprycel,60 tablets,20 mg,9.95,2809.88,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,60.0,03/10/2023 08:59:00
,offshorecheapmeds.com,sprycel,180 tablets,20 mg,9.95,7569.77,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,180.0,03/10/2023 08:59:00
,pricepropharmacy.com/,sprycel,60 tablets,20 mg,9.95,1759.95,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,60.0,03/10/2023 08:59:00
,spfpharmacy.com,sprycel,60 tablets,20 mg,9.95,2624.45,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,60.0,03/10/2023 08:59:00
,spfpharmacy.com,sprycel,180 tablets,20 mg,9.95,7790.45,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,180.0,03/10/2023 08:59:00
,affordablerxmeds.com,sprycel,QTY: 60 ,50 mg,18.0,1518.00,dasatinib,Canada,sprycel,16.7667,pchecker,QTY,60.0,03/10/2023 08:59:00
,affordablerxmeds.com,sprycel,QTY: 120 ,50 mg,18.0,2768.00,dasatinib,Canada,sprycel,16.7667,pchecker,QTY,120.0,03/10/2023 08:59:00
,canadianpharmacystore.com,sprycel,60 tablets,50 mg,0.0,1516.99,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,60.0,03/10/2023 08:59:00
,discountcanadadrugs.com/,sprycel,60 tablets,50 mg,9.95,1527.35,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,60.0,03/10/2023 08:59:00
,discountcanadadrugs.com/,sprycel,60 tablets,50 mg,9.95,1527.35,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,60.0,03/10/2023 08:59:00
,liferxpharmacy.com/,sprycel,120 tablets,50 mg,9.0,5715.70,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,120.0,03/10/2023 08:59:00
,liferxpharmacy.com/,sprycel,180 tablets,50 mg,9.0,15417.09,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,180.0,03/10/2023 08:59:00
,medsengage.com,sprycel,120 tablets,50 mg,9.95,4484.34,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,120.0,03/10/2023 08:59:00
,medsengage.com,sprycel,180 tablets,50 mg,9.95,6368.29,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,180.0,03/10/2023 08:59:00
,offshorecheapmeds.com,sprycel,60 tablets,50 mg,9.95,5600.97,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,60.0,03/10/2023 08:59:00
,offshorecheapmeds.com,sprycel,180 tablets,50 mg,9.95,15105.71,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,180.0,03/10/2023 08:59:00
,pricepropharmacy.com/,sprycel,60 tablets,50 mg,9.95,3408.95,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,60.0,03/10/2023 08:59:00
,spfpharmacy.com,sprycel,60 tablets,50 mg,9.95,5249.45,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,60.0,03/10/2023 08:59:00
,spfpharmacy.com,sprycel,180 tablets,50 mg,9.95,15602.45,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,180.0,03/10/2023 08:59:00
,affordablerxmeds.com,sprycel,QTY: 60 ,70 mg,18.0,1818.00,dasatinib,Canada,sprycel,16.7667,pchecker,QTY,60.0,03/10/2023 08:59:00
,affordablerxmeds.com,sprycel,QTY: 120 ,70 mg,18.0,3418.00,dasatinib,Canada,sprycel,16.7667,pchecker,QTY,120.0,03/10/2023 08:59:00
,liferxpharmacy.com/,sprycel,60 tablets,70 mg,9.0,3040.91,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,60.0,03/10/2023 08:59:00
,medsengage.com,sprycel,120 tablets,70 mg,9.95,2921.12,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,120.0,03/10/2023 08:59:00
,medsengage.com,sprycel,180 tablets,70 mg,9.95,4146.87,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,180.0,03/10/2023 08:59:00
,offshorecheapmeds.com,sprycel,60 tablets,70 mg,9.95,2998.55,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,60.0,03/10/2023 08:59:00
,pricepropharmacy.com/,sprycel,60 tablets,70 mg,9.95,6089.95,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,60.0,03/10/2023 08:59:00
,spfpharmacy.com,sprycel,60 tablets,70 mg,9.95,6299.45,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,60.0,03/10/2023 08:59:00
,medsengage.com,sprycel,60 tablets,80 mg,9.95,10002.67,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,60.0,03/10/2023 08:59:00
,medsengage.com,sprycel,90 tablets,80 mg,9.95,14210.13,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,90.0,03/10/2023 08:59:00
,pricepropharmacy.com/,sprycel,30 tablets,80 mg,9.95,9859.95,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,30.0,03/10/2023 08:59:00
,spfpharmacy.com,sprycel,30 tablets,80 mg,9.95,5039.45,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,30.0,03/10/2023 08:59:00
,spfpharmacy.com,sprycel,90 tablets,80 mg,9.95,14972.45,dasatinib,Canada,sprycel,16.7667,pchecker,tableta,90.0,03/10/2023 08:59:00
,canadianprescriptiondrugstore.com/,sprycel,QTY: 30 ,100 mg,"
                                
                                    Price includes $14.95 Shipping
                                        (Free for first order)
                                    .
                                
        
                                
                                    Ships Worldwide except Canada from Australia, Canada, India, Mauritius, New Zealand, Turkey, United Kingdom
","$4,499.95",dasatinib,Canada,,,,,,
,canadianpharmacystore.com,sprycel,30 tablets,100 mg,"
Free Shipping.
                                
        
                                
                                    Ships Worldwide from Australia, Canada, Mauritius, New Zealand, United Kingdom
","$5,192.99",dasatinib,Canada,,,,,,
,canadianpharmacystore.com,sprycel,90 tablets,100 mg,"
Free Shipping.
                                
        
                                
                                    Ships Worldwide from Australia, Canada, Mauritius, New Zealand, United Kingdom
","$15,576.99",dasatinib,Canada,,,,,,
,discountcanadadrugs.com/,sprycel,30 tablets,100 mg,"
                                
                                    Price includes $9.95 Shipping.
                                
        
                                
                                    Ships Worldwide from Australia, Canada, Mauritius, New Zealand, United Kingdom
","$5,199.55",dasatinib,Canada,,,,,,
,discountcanadadrugs.com/,sprycel,30 tablets,100 mg,"
                                
                                    Price includes $9.95 Shipping.
                                
        
                                
                                    Ships Worldwide from Australia, Canada, Mauritius, New Zealand, United Kingdom
","$5,199.55",dasatinib,Canada,,,,,,
,discountcanadadrugs.com/,sprycel,90 tablets,100 mg,"
                                
                                    Price includes $9.95 Shipping.
                                
        
                                
                                    Ships Worldwide from Australia, Canada, Mauritius, New Zealand, United Kingdom
","$15,576.25",dasatinib,Canada,,,,,,
,discountcanadadrugs.com/,sprycel,90 tablets,100 mg,"
                                
                                    Price includes $9.95 Shipping.
                                
        
                                
                                    Ships Worldwide from Australia, Canada, Mauritius, New Zealand, United Kingdom
","$15,576.25",dasatinib,Canada,,,,,,
,liferxpharmacy.com/,sprycel,30 tablets,100 mg,"
                                
                                    Price includes $9.00 Shipping
                                        (Free for First Order)
                                    .
                                
        
                                
                                    Ships Worldwide from Australia, Canada, India, Mauritius, Turkey, US, United Kingdom
","$4,635.04",dasatinib,Canada,,,,,,
,medsengage.com,sprycel,30 tablets,100 mg,"
                                
                                    Price includes $9.95 Shipping
                                        (Free for first order)
                                    .
                                
        
                                
                                    Ships Worldwide except Canada from Australia, Canada, India, Mauritius, Turkey, US, United Kingdom
","$4,653.58",dasatinib,Canada,,,,,,
,offshorecheapmeds.com,sprycel,30 tablets,100 mg,"
                                
                                    Price includes $9.95 Shipping
                                        (Free for first order)
                                    .
                                
        
                                
                                    Ships Worldwide Except Canada from Australia, Canada, India, Mauritius, Turkey, US, United Kingdom
","$4,530.45",dasatinib,Canada,,,,,,
,pricepropharmacy.com/,sprycel,30 tablets,100 mg,"
                                
                                    Price includes $9.95 Shipping.
                                
        
                                
                                    Ships Worldwide from Australia, Canada, India, Mauritius, New Zealand, US, United Kingdom
","$10,879.95",dasatinib,Canada,,,,,,
,spfpharmacy.com,sprycel,30 tablets,100 mg,"
                                
                                    Price includes $9.95 Shipping.
                                
        
                                
                                    Ships Worldwide from CanadaTier 1
","$5,459.45",dasatinib,Canada,,,,,,
,liferxpharmacy.com/,sprycel,30 tablets,140 mg,"
                                
                                    Price includes $9.00 Shipping
                                        (Free for First Order)
                                    .
                                
        
                                
                                    Ships Worldwide from Australia, Canada, India, Mauritius, Turkey, US, United Kingdom
","$6,536.28",dasatinib,Canada,,,,,,
,liferxpharmacy.com/,sprycel,90 tablets,140 mg,"
                                
                                    Price includes $9.00 Shipping
                                        (Free for First Order)
                                    .
                                
        
                                
                                    Ships Worldwide from Australia, Canada, India, Mauritius, Turkey, US, United Kingdom
","$17,632.65",dasatinib,Canada,,,,,,
,medsengage.com,sprycel,60 tablets,140 mg,"
                                
                                    Price includes $9.95 Shipping
                                        (Free for first order)
                                    .
                                
        
                                
                                    Ships Worldwide except Canada from Australia, Canada, India, Mauritius, Turkey, US, United Kingdom
","$12,490.27",dasatinib,Canada,,,,,,
,medsengage.com,sprycel,90 tablets,140 mg,"
                                
                                    Price includes $9.95 Shipping
                                        (Free for first order)
                                    .
                                
        
                                
                                    Ships Worldwide except Canada from Australia, Canada, India, Mauritius, Turkey, US, United Kingdom
","$17,745.14",dasatinib,Canada,,,,,,
,offshorecheapmeds.com,sprycel,30 tablets,140 mg,"
                                
                                    Price includes $9.95 Shipping
                                        (Free for first order)
                                    .
                                
        
                                
                                    Ships Worldwide Except Canada from Australia, Canada, India, Mauritius, Turkey, US, United Kingdom
","$6,413.29",dasatinib,Canada,,,,,,
,offshorecheapmeds.com,sprycel,90 tablets,140 mg,"
                                
                                    Price includes $9.95 Shipping
                                        (Free for first order)
                                    .
                                
        
                                
                                    Ships Worldwide Except Canada from Australia, Canada, India, Mauritius, Turkey, US, United Kingdom
","$17,298.97",dasatinib,Canada,,,,,,
,pricepropharmacy.com/,sprycel,30 tablets,140 mg,"
                                
                                    Price includes $9.95 Shipping.
                                
        
                                
                                    Ships Worldwide from Australia, Canada, India, Mauritius, New Zealand, US, United Kingdom
","$12,379.95",dasatinib,Canada,,,,,,
,spfpharmacy.com,sprycel,30 tablets,140 mg,"
                                
                                    Price includes $9.95 Shipping.
                                
        
                                
                                    Ships Worldwide from CanadaTier 1
","$5,774.45",dasatinib,Canada,,,,,,
